Alpha,Cl,Cd,Cdp,Cm,Top_Xtr,Bot_Xtr
26.75,1.5985,0.22302,0.22098,-0.1408,0.0146,1.0
27.0,1.5813,0.2307,0.22875,-0.1476,0.0145,1.0
27.25,1.5682,0.23755,0.23569,-0.1538,0.0144,1.0
27.5,1.5616,0.24295,0.24116,-0.1588,0.0144,1.0
27.75,1.5509,0.24943,0.24771,-0.1647,0.0143,1.0
28.0,1.5423,0.25548,0.25382,-0.1704,0.0142,1.0
28.25,1.5397,0.26,0.25839,-0.1748,0.014,1.0
28.5,1.5333,0.26561,0.26405,-0.1801,0.0139,1.0
28.75,1.5325,0.26969,0.26817,-0.1842,0.0138,1.0
29.0,1.5284,0.27471,0.27323,-0.1891,0.0136,1.0
29.25,1.5278,0.27874,0.2773,-0.1932,0.0135,1.0
29.5,1.5281,0.28254,0.28112,-0.1972,0.0133,1.0
29.75,1.5247,0.28741,0.28603,-0.202,0.0131,1.0
30.0,1.5253,0.29111,0.28975,-0.2059,0.013,1.0
